layer_id,api_no,county_fips,county_name,county_role,district,well_no,lease_no,oil_gas,total_depth,completion_date,completion_year,spud_date,spud_year,newest_permit_no,plug_flag,active_flag,lat,lon
wells_permian6,42-227-00046,227,Howard,peer,10, 107,17768,O,,,,,,,Y,,32.110950,-101.369280
wells_permian6,42-227-00047,227,Howard,peer,00, 108,17768,O,1425,1946-10-01,1946,1985-02-20,1985,,Y,A,32.109225,-101.369460
wells_permian6,42-227-00048,227,Howard,peer,10, 109W,17768,O,,,,,,,Y,,32.110998,-101.371377
wells_permian6,42-227-00049,227,Howard,peer,10,  10,24083,O,2810,1976-05-07,1976,1959-01-16,1959,,Y,,32.108992,-101.362869
wells_permian6,42-227-00050,227,Howard,peer,10, 111,17768,O,,,,,,414725,Y,,32.112800,-101.366966
wells_permian6,42-227-00051,227,Howard,peer,10, 112,17768,O,,,,,,,Y,,32.113297,-101.368907
wells_permian6,42-227-00052,227,Howard,peer,10,  13,24083,O,3117,1977-02-01,1977,1977-02-10,1977,,Y,,32.110800,-101.367929
wells_permian6,42-227-00053,227,Howard,peer,10, 114,17768,O,,,,,,,Y,,32.112793,-101.366805
wells_permian6,42-227-00054,227,Howard,peer,10, 115W,17768,O,,,,,,,Y,,32.107547,-101.370596
wells_permian6,42-227-00055,227,Howard,peer,10,  15,2675,O,2530,1979-01-23,1979,1979-01-31,1979,,Y,,32.108051,-101.337394
wells_permian6,42-227-00056,227,Howard,peer,10,  16W,17475,O,1420,1955-10-06,1955,1992-01-02,1992,,Y,,32.109792,-101.337186
wells_permian6,42-227-00057,227,Howard,peer,10,  17,17475,O,1370,1955-10-18,1955,1991-11-14,1991,,N,,32.108005,-101.335128
wells_permian6,42-227-00058,227,Howard,peer,10,  19,2675,O,2932,1956-01-11,1956,1994-01-20,1994,,Y,,32.106274,-101.339555
wells_permian6,42-227-00059,227,Howard,peer,10,  20,14514,O,1920,1956-01-17,1956,1990-02-21,1990,,N,,32.106299,-101.335121
wells_permian6,42-227-00060,227,Howard,peer,10,  21,14514,O,1920,1956-01-28,1956,2017-05-23,2017,,N,,32.107936,-101.333090
wells_permian6,42-227-00061,227,Howard,peer,10,  22,14514,O,1925,1956-02-13,1956,2017-05-23,2017,,N,,32.107715,-101.328889
wells_permian6,42-227-00062,227,Howard,peer,10,  23,2675,O,2702,1956-03-02,1956,1994-01-20,1994,,N,,32.104331,-101.329166
wells_permian6,42-227-00063,227,Howard,peer,10,  24,2675,O,2802,1956-02-19,1956,1994-01-20,1994,120141,N,,32.104228,-101.333346
wells_permian6,42-227-00064,227,Howard,peer,10,  25,14514,O,2032,1956-03-29,1956,2017-05-23,2017,,N,,32.110008,-101.339324
wells_permian6,42-227-00065,227,Howard,peer,00,  26,2675,O,,,,,,,Y,,32.102684,-101.335491
wells_permian6,42-227-00066,227,Howard,peer,10,  27,2675,O,2900,1975-04-27,1975,1994-01-20,1994,,Y,,32.104160,-101.331148
wells_permian6,42-227-00067,227,Howard,peer,10,  28W,17475,O,1920,1956-04-10,1956,1992-01-02,1992,,Y,,32.106064,-101.333177
wells_permian6,42-227-00068,227,Howard,peer,10,   1,2732,O,,1984-01-12,1984,,,,Y,,32.092754,-101.374009
wells_permian6,42-227-00070,227,Howard,peer,10,   1 S,2734,O,2700,1963-03-15,1963,1963-11-08,1963,463390,N,,32.089085,-101.372398
wells_permian6,42-227-00071,227,Howard,peer,10,   2,18984,O,,,,,,,Y,,32.094558,-101.372115
wells_permian6,42-227-00072,227,Howard,peer,10,   3D,9183,O,3200,1974-02-01,1974,1989-09-01,1989,,Y,,32.114279,-101.311468
wells_permian6,42-227-00073,227,Howard,peer,10,   2 S,2734,O,2700,1978-05-27,1978,1997-09-15,1997,463385,N,,32.090899,-101.372320
wells_permian6,42-227-00074,227,Howard,peer,10,   3,2734,O,,,,,,423537,Y,,32.089992,-101.372359
wells_permian6,42-227-00075,227,Howard,peer,10,   3,2732,O,2675,1984-01-12,1984,2009-07-27,2009,423430,N,,32.094609,-101.374273
wells_permian6,42-227-00077,227,Howard,peer,10,   3 S,2734,O,1890,1945-05-14,1945,1980-07-09,1980,77832,Y,,32.090987,-101.374371
wells_permian6,42-227-00081,227,Howard,peer,10,   5,2731,O,2432,1993-06-01,1993,1995-02-06,1995,410807,Y,,32.100918,-101.417127
wells_permian6,42-227-00082,227,Howard,peer,10,   5,2733,O,,1929-04-11,1929,,,,Y,,32.106010,-101.414340
wells_permian6,42-227-00083,227,Howard,peer,00,   5 S,2734,O,,1983-09-28,1983,1983-10-24,1983,215933,Y,,32.089168,-101.374528
wells_permian6,42-227-00085,227,Howard,peer,10,   7,2731,O,,,,,,,Y,,32.100498,-101.419213
wells_permian6,42-227-00093,227,Howard,peer,10,   1,4423,O,3200,1988-04-08,1988,1995-06-30,1995,,N,,32.174787,-101.542543
wells_permian6,42-227-00094,227,Howard,peer,10,   3,4423,O,,1984-01-12,1984,,,,N,,32.175389,-101.539342
wells_permian6,42-227-00095,227,Howard,peer,10,   4,4423,O,,1984-01-12,1984,,,,N,,32.176155,-101.536107
wells_permian6,42-227-00097,227,Howard,peer,10,   6,4423,O,,1984-01-12,1984,,,,N,,32.173786,-101.537092
wells_permian6,42-227-00100,227,Howard,peer,00,,,,,,,,,,Y,,32.219833,-101.443423
wells_permian6,42-227-00102,227,Howard,peer,10,   1,7075,O,,,,1965-10-25,1965,359275,Y,,32.520578,-101.504546
wells_permian6,42-227-00103,227,Howard,peer,10,   2,7075,O,7917,2012-09-07,2012,1965-11-03,1965,724378,N,,32.516603,-101.503080
wells_permian6,42-227-00107,227,Howard,peer,10,   1,10604,O,,1984-01-12,1984,,,,N,,32.428363,-101.616602
wells_permian6,42-227-00109,227,Howard,peer,00,,,,,,,,,907044,Y,,32.519186,-101.179863
wells_permian6,42-227-00111,227,Howard,peer,10,   1,15832,O,,1984-01-12,1984,,,,N,,32.384606,-101.427270
wells_permian6,42-227-00113,227,Howard,peer,00,,,,,,,,,874424,Y,,32.472318,-101.216161
wells_permian6,42-227-00114,227,Howard,peer,10,   1,7104,O,,1952-02-29,1952,,,,Y,,32.492101,-101.366778
wells_permian6,42-227-00115,227,Howard,peer,10,   2,7104,O,,,,,,,Y,,32.489661,-101.365528
wells_permian6,42-227-00119,227,Howard,peer,00,   1,18327,O,,,,,,,Y,,32.225746,-101.204393
wells_permian6,42-227-00120,227,Howard,peer,10,   2,18327,O,3169,,,,,,Y,,32.226256,-101.202255
wells_permian6,42-227-00121,227,Howard,peer,10,   1,6228,O,,,,,,,Y,,32.233749,-101.218150
wells_permian6,42-227-00122,227,Howard,peer,10,   2,6228,O,,1984-01-12,1984,,,,Y,,32.233402,-101.220161
wells_permian6,42-227-00127,227,Howard,peer,10,   1,19051,O,,1984-01-12,1984,,,,N,,32.146847,-101.249917
wells_permian6,42-227-00128,227,Howard,peer,00,   3,14971,O,7460,1964-07-15,1964,1993-08-31,1993,898110,Y,,32.519587,-101.198357
wells_permian6,42-227-00129,227,Howard,peer,10,   2,19056,O,,1984-01-12,1984,,,449814,N,,32.149815,-101.236963
wells_permian6,42-227-00130,227,Howard,peer,10,   2,19057,O,,,,1961-11-27,1961,,Y,,32.165575,-101.223538
wells_permian6,42-227-00131,227,Howard,peer,10,   3,11792,O,2366,1960-10-31,1960,1960-11-14,1960,449813,N,,32.149690,-101.232670
wells_permian6,42-227-00132,227,Howard,peer,10,   4,11792,O,2292,1960-11-08,1960,1960-11-21,1960,449812,Y,,32.149875,-101.239089
wells_permian6,42-227-00133,227,Howard,peer,10,   2,19049,O,2822,1975-12-19,1975,1959-11-09,1959,,Y,,32.161880,-101.221597
wells_permian6,42-227-00134,227,Howard,peer,10,   1,19056,O,,1984-01-12,1984,,,,Y,,32.151599,-101.238920
wells_permian6,42-227-00135,227,Howard,peer,10,   1,19057,O,,,,,,,Y,,32.160527,-101.230242
wells_permian6,42-227-00136,227,Howard,peer,10,  14,2679,O,3117,1961-01-06,1961,1961-01-18,1961,439070,N,,32.099983,-101.267381
wells_permian6,42-227-00137,227,Howard,peer,10,  15,2679,O,3081,1961-01-20,1961,1961-01-27,1961,439071,N,,32.101733,-101.265167
wells_permian6,42-227-00138,227,Howard,peer,10,  16 L,2679,O,3052,1961-09-09,1961,1999-02-05,1999,,N,,32.097974,-101.263176
wells_permian6,42-227-00139,227,Howard,peer,10,  13,2679,O,3084,1961-01-04,1961,1961-01-11,1961,439069,N,,32.099815,-101.263121
wells_permian6,42-227-00140,227,Howard,peer,10,  12,2679,O,3100,1962-08-26,1962,1962-09-04,1962,439068,N,,32.098086,-101.265351
wells_permian6,42-227-00141,227,Howard,peer,10,   2,13144,O,2400,1960-11-16,1960,1960-12-01,1960,,Y,,32.145847,-101.230541
wells_permian6,42-227-00145,227,Howard,peer,00,   2,4546,O,8191,1962-12-20,1962,1993-11-17,1993,,Y,,32.519857,-101.583386
wells_permian6,42-227-00147,227,Howard,peer,10,   1,14971,O,7411,1960-04-17,1960,1960-04-26,1960,,Y,,32.519646,-101.201532
wells_permian6,42-227-00148,227,Howard,peer,00,,,,,,,,,897646,N,,32.516347,-101.204056
wells_permian6,42-227-00150,227,Howard,peer,10,   1,12750,O,1410,1984-01-12,1984,2001-01-09,2001,,N,,32.159623,-101.206699
wells_permian6,42-227-00151,227,Howard,peer,10,   2,12750,O,1317,1984-01-12,1984,1999-02-10,1999,,N,,32.163363,-101.206662
wells_permian6,42-227-00152,227,Howard,peer,10,   3,12750,O,1318,1959-10-22,1959,1959-11-02,1959,,N,,32.161402,-101.206729
wells_permian6,42-227-00153,227,Howard,peer,10,   4,12750,O,1340,1961-10-11,1961,1961-11-01,1961,,N,,32.159619,-101.208890
wells_permian6,42-227-00154,227,Howard,peer,10,   5,12750,O,1350,1961-10-14,1961,2001-01-09,2001,,N,,32.159687,-101.211015
wells_permian6,42-227-00155,227,Howard,peer,10,   1,19062,O,,1984-01-12,1984,,,,N,,32.146336,-101.241377
wells_permian6,42-227-00156,227,Howard,peer,10,   3,11788,O,2285,1959-09-13,1959,1959-10-02,1959,,N,,32.148150,-101.241297
wells_permian6,42-227-00157,227,Howard,peer,10,   1,9968,O,,,,,,,Y,,32.178123,-101.232433
wells_permian6,42-227-00158,227,Howard,peer,10,   1,19050,O,,,,,,,Y,,32.178739,-101.230230
wells_permian6,42-227-00159,227,Howard,peer,10,   1,19061,O,,,,,,,Y,,32.149544,-101.230649
wells_permian6,42-227-00163,227,Howard,peer,10,   1,2728,O,2250,1959-09-23,1959,1959-09-29,1959,,N,,32.131795,-101.242143
wells_permian6,42-227-00164,227,Howard,peer,10,   8,2679,O,3075,1961-02-09,1961,1961-02-21,1961,439066,Y,,32.096210,-101.263337
wells_permian6,42-227-00165,227,Howard,peer,10,   9 L,2679,O,3034,1961-07-17,1961,1999-02-05,1999,,N,,32.096417,-101.265354
wells_permian6,42-227-00166,227,Howard,peer,10,  10,2679,O,3095,1961-02-18,1961,1961-02-28,1961,439067,N,,32.096357,-101.267581
wells_permian6,42-227-00167,227,Howard,peer,10,  11 L,2679,O,3100,1961-07-08,1961,1999-02-05,1999,,N,,32.098240,-101.267326
wells_permian6,42-227-00168,227,Howard,peer,10,   1 U,2679,O,3099,1964-11-10,1964,1964-12-15,1964,,Y,,32.101777,-101.267256
wells_permian6,42-227-00169,227,Howard,peer,10,   1,2924,O,,1984-01-12,1984,,,,Y,,32.314866,-101.202991
wells_permian6,42-227-00171,227,Howard,peer,10,   2,2679,O,3035,1964-11-30,1964,2002-09-25,2002,,N,,32.101579,-101.263102
wells_permian6,42-227-00172,227,Howard,peer,10,   2,2930,O,,1984-01-12,1984,,,,N,,32.308889,-101.194712
wells_permian6,42-227-00173,227,Howard,peer,10,   2,2924,O,,1984-01-12,1984,,,,Y,,32.313039,-101.202446
wells_permian6,42-227-00174,227,Howard,peer,10,   3 L,2679,O,3050,1964-11-09,1964,1997-10-28,1997,,Y,,32.099935,-101.265394
wells_permian6,42-227-00175,227,Howard,peer,10,   3,2930,O,,1984-01-12,1984,,,,N,,32.307548,-101.191913
wells_permian6,42-227-00176,227,Howard,peer,10,   2,19053,O,,,,,,,Y,,32.153258,-101.230446
wells_permian6,42-227-00177,227,Howard,peer,10,   1,19053,O,,1984-01-12,1984,,,,Y,,32.156658,-101.229859
wells_permian6,42-227-00178,227,Howard,peer,10,   3,19048,O,,,,1960-10-25,1960,,N,,32.162253,-101.232089
wells_permian6,42-227-00179,227,Howard,peer,10,   5,2776,O,2381,1960-10-22,1960,1960-10-31,1960,449583,Y,,32.153095,-101.232131
wells_permian6,42-227-00180,227,Howard,peer,10,   3,2924,O,,1984-01-12,1984,,,,Y,,32.314393,-101.204987
wells_permian6,42-227-00181,227,Howard,peer,10,   4 L,2679,O,3038,1964-11-13,1964,1999-02-05,1999,,N,,32.099702,-101.261114
wells_permian6,42-227-00182,227,Howard,peer,10,   5,2679,O,3056,1960-12-24,1960,1961-01-03,1961,439064,N,,32.101544,-101.260891
wells_permian6,42-227-00183,227,Howard,peer,10,   6,2679,O,3064,1961-01-27,1961,1961-02-06,1961,439065,Y,,32.097709,-101.260700
wells_permian6,42-227-00184,227,Howard,peer,10,   7 L,2679,O,3060,1961-08-29,1961,1999-02-05,1999,,Y,,32.096390,-101.261218
wells_permian6,42-227-00187,227,Howard,peer,00,   3,19049,O,,,,1960-12-30,1960,,Y,,32.165398,-101.221038
wells_permian6,42-227-00194,227,Howard,peer,10,   1,6189,O,,1984-01-12,1984,,,,Y,,32.251904,-101.240796
wells_permian6,42-227-00196,227,Howard,peer,10,   3,7121,O,8500,1983-12-08,1983,1984-01-13,1984,205478,Y,,32.522822,-101.346420
wells_permian6,42-227-00198,227,Howard,peer,10,   1,7087,O,,,,1972-03-28,1972,,Y,,32.511431,-101.538478
wells_permian6,42-227-00199,227,Howard,peer,10,   1,11237,O,,,,,,,Y,,32.310826,-101.592663
wells_permian6,42-227-00203,227,Howard,peer,10,   1,3980,O,,1984-01-12,1984,,,,N,,32.476457,-101.482645
wells_permian6,42-227-00204,227,Howard,peer,10,   2,3980,O,,,,,,,Y,,32.479897,-101.483795
wells_permian6,42-227-00205,227,Howard,peer,10,   1B,16702,O,,1958-05-19,1958,,,,N,,32.271291,-101.229361
wells_permian6,42-227-00206,227,Howard,peer,10,   2B,16702,O,,1958-05-28,1958,,,,N,,32.273150,-101.229951
wells_permian6,42-227-00207,227,Howard,peer,10,   3BW,16702,O,2807,,,,,,Y,,32.274696,-101.231574
wells_permian6,42-227-00208,227,Howard,peer,00,   5B,16702,O,,,,,,,Y,,32.268980,-101.230868
wells_permian6,42-227-00209,227,Howard,peer,10,   6B,16702,O,,1958-06-20,1958,,,,N,,32.270883,-101.231477
wells_permian6,42-227-00210,227,Howard,peer,10,   7B,16702,O,,1984-01-12,1984,,,,N,,32.272654,-101.231939
wells_permian6,42-227-00211,227,Howard,peer,00,   8B,16702,O,,,,,,,Y,,32.274152,-101.233632
wells_permian6,42-227-00212,227,Howard,peer,10,  10BW,16702,O,2745,,,1958-07-16,1958,,Y,,32.270351,-101.233459
wells_permian6,42-227-00213,227,Howard,peer,10,  11B,16702,O,,1984-01-12,1984,,,,N,,32.272160,-101.234005
wells_permian6,42-227-00214,227,Howard,peer,10,  12B,16702,O,2771,1984-01-12,1984,2019-04-10,2019,,N,,32.273759,-101.235613
wells_permian6,42-227-00215,227,Howard,peer,10,  13B,16702,O,,1984-01-12,1984,,,,Y,,32.271681,-101.236120
wells_permian6,42-227-00217,227,Howard,peer,10,   7A,16702,O,,1958-03-26,1958,,,,N,,32.271800,-101.227349
wells_permian6,42-227-00218,227,Howard,peer,10,   8A,16702,O,2895,1958-04-05,1958,2019-04-10,2019,,N,,32.270059,-101.226854
wells_permian6,42-227-00220,227,Howard,peer,10,   9B,16702,O,2900,,,,,,Y,,32.268559,-101.232887
wells_permian6,42-227-00221,227,Howard,peer,00,   4B,16702,O,,,,,,,Y,,32.269642,-101.228630
wells_permian6,42-227-00222,227,Howard,peer,10,   6A,16702,O,,,,,,,Y,,32.272381,-101.225234
wells_permian6,42-227-00223,227,Howard,peer,10,   5A,16702,O,,,,,,,Y,,32.272753,-101.223230
wells_permian6,42-227-00224,227,Howard,peer,10,   4A,16702,O,2900,1984-01-12,1984,1995-08-22,1995,,N,,32.273250,-101.221317
wells_permian6,42-227-00225,227,Howard,peer,10,   3A,16702,O,1370,1984-01-12,1984,,,,N,,32.270409,-101.225016
wells_permian6,42-227-00226,227,Howard,peer,10,   2A,16702,O,,1984-01-12,1984,,,,N,,32.270465,-101.224762
wells_permian6,42-227-00228,227,Howard,peer,10,   1,7106,O,7676,1984-01-12,1984,1994-04-21,1994,,Y,,32.501175,-101.342625
wells_permian6,42-227-00229,227,Howard,peer,10,   2,4425,O,3200,1984-01-12,1984,,,,Y,,32.228769,-101.549837
wells_permian6,42-227-00230,227,Howard,peer,10,   1,4425,O,,1984-01-12,1984,,,,Y,,32.229868,-101.543653
wells_permian6,42-227-00231,227,Howard,peer,00,   4,2865,O,2845,1984-01-12,1984,1998-07-03,1998,,Y,,32.272108,-101.251244
wells_permian6,42-227-00232,227,Howard,peer,10,   4,2866,O,2837,1984-01-12,1984,,,,N,,32.269418,-101.246034
wells_permian6,42-227-00233,227,Howard,peer,10,   5,6189,O,,,,,,,Y,,32.261492,-101.247889
wells_permian6,42-227-00234,227,Howard,peer,10,   5,2865,O,,,,,,,Y,,32.272481,-101.249495
wells_permian6,42-227-00236,227,Howard,peer,10,   5,2866,O,,1984-01-12,1984,,,,N,,32.267718,-101.245569
wells_permian6,42-227-00237,227,Howard,peer,10,   6,2865,O,,1962-03-30,1962,1962-04-18,1962,,N,,32.276142,-101.250178
wells_permian6,42-227-00238,227,Howard,peer,10,   6,2866,O,,,,,,,Y,,32.266101,-101.245045
wells_permian6,42-227-00239,227,Howard,peer,10,   7,2865,O,2950,1962-04-17,1962,1962-04-30,1962,,N,,32.275097,-101.254542
wells_permian6,42-227-00240,227,Howard,peer,10,   7,2866,O,,,,,,,Y,,32.269800,-101.253002
wells_permian6,42-227-00241,227,Howard,peer,10,   3,2866,O,,,,,,,Y,,32.268285,-101.250151
wells_permian6,42-227-00242,227,Howard,peer,10,   3,6189,O,,1984-01-12,1984,,,,Y,,32.250881,-101.244756
wells_permian6,42-227-00243,227,Howard,peer,10,   2,2866,O,,1984-01-12,1984,,,,N,,32.271255,-101.246542
wells_permian6,42-227-00244,227,Howard,peer,10,   1,2865,O,,,,,,,Y,,32.273677,-101.252303
wells_permian6,42-227-00246,227,Howard,peer,10,   2,6189,O,,1984-01-12,1984,,,,Y,,32.251316,-101.242845
wells_permian6,42-227-00247,227,Howard,peer,10,   2,2865,O,,,,,,,Y,,32.274811,-101.247667
wells_permian6,42-227-00248,227,Howard,peer,00,   3,2865,O,,,,,,,Y,,32.272963,-101.247184
wells_permian6,42-227-00249,227,Howard,peer,10,   5,2863,O,,1984-01-12,1984,,,,N,,32.294176,-101.236169
wells_permian6,42-227-00250,227,Howard,peer,10,   6,2863,O,,1984-01-12,1984,,,,N,,32.295067,-101.240853
wells_permian6,42-227-00251,227,Howard,peer,10,   7,2863,O,,1980-08-21,1980,,,,N,,32.290598,-101.235140
wells_permian6,42-227-00252,227,Howard,peer,10,   4,2863,O,,1984-01-12,1984,,,,N,,32.295567,-101.238780
wells_permian6,42-227-00253,227,Howard,peer,10,   3,2863,O,,1984-01-12,1984,,,,N,,32.295934,-101.236695
wells_permian6,42-227-00254,227,Howard,peer,10,   2,2863,O,2780,1935-05-30,1935,1989-03-30,1989,,N,,32.281490,-101.243191
wells_permian6,42-227-00256,227,Howard,peer,10,  12,2864,O,2846,1961-08-15,1961,1961-08-29,1961,,N,,32.279563,-101.216531
wells_permian6,42-227-00257,227,Howard,peer,10,  11,2864,O,2875,1961-08-04,1961,1961-08-11,1961,,N,,32.277713,-101.218234
wells_permian6,42-227-00258,227,Howard,peer,10,  10,2864,O,2875,1961-07-06,1961,1961-07-18,1961,,N,,32.275436,-101.219617
wells_permian6,42-227-00259,227,Howard,peer,10,   9,2864,O,,1961-03-25,1961,1961-04-19,1961,,N,,32.278094,-101.216200
wells_permian6,42-227-00260,227,Howard,peer,10,   8,2864,O,,1961-03-16,1961,1961-04-03,1961,,N,,32.275938,-101.217710
wells_permian6,42-227-00261,227,Howard,peer,10,   7,2864,O,2882,1942-01-12,1942,1998-07-02,1998,,N,,32.276422,-101.215555
wells_permian6,42-227-00262,227,Howard,peer,10,   1,2864,O,,1984-01-12,1984,,,,N,,32.278594,-101.214025
wells_permian6,42-227-00263,227,Howard,peer,10,   6,2864,O,,1984-01-12,1984,,,,N,,32.281458,-101.217139
wells_permian6,42-227-00264,227,Howard,peer,10,   5,2864,O,,1984-01-12,1984,,,,N,,32.281912,-101.215140
wells_permian6,42-227-00266,227,Howard,peer,10,  37,2863,O,,1962-11-30,1962,1963-01-09,1963,373935,N,,32.292070,-101.237674
wells_permian6,42-227-00267,227,Howard,peer,10,  25,2863,O,,1959-10-03,1959,1959-10-20,1959,,N,,32.285432,-101.242174
wells_permian6,42-227-00268,227,Howard,peer,10,  26,2863,O,,1960-07-04,1960,1960-07-26,1960,374943,N,,32.287570,-101.240768
wells_permian6,42-227-00269,227,Howard,peer,10,  27,2863,O,,1960-08-21,1960,1960-09-23,1960,,N,,32.288034,-101.245157
wells_permian6,42-227-00270,227,Howard,peer,10,  28,2863,O,,1961-07-28,1961,1961-08-22,1961,,N,,32.293661,-101.246815
wells_permian6,42-227-00271,227,Howard,peer,10,  29,2863,O,,1961-04-16,1961,1961-05-08,1961,,N,,32.294085,-101.244803
wells_permian6,42-227-00272,227,Howard,peer,10,  30,2863,O,2800,1990-06-21,1990,1990-07-18,1990,374552,N,,32.294498,-101.242956
wells_permian6,42-227-00273,227,Howard,peer,10,  31,2863,O,,1962-06-04,1962,1962-07-24,1962,,N,,32.280935,-101.245236
wells_permian6,42-227-00274,227,Howard,peer,10,  34,2863,O,,1962-07-17,1962,1962-07-24,1962,,N,,32.293101,-101.248940
wells_permian6,42-227-00275,227,Howard,peer,10,  35,2863,O,2850,1990-06-15,1990,1990-08-01,1990,373934,N,,32.293776,-101.238184
wells_permian6,42-227-00280,227,Howard,peer,10,   2,6188,O,,,,,,,N,,32.207875,-101.199434
wells_permian6,42-227-00281,227,Howard,peer,10,   3,6188,O,,,,,,,N,,32.213320,-101.201028
wells_permian6,42-227-00282,227,Howard,peer,10,   4,6188,O,2808,1956-04-19,1956,1956-05-16,1956,,Y,,32.211481,-101.200574
wells_permian6,42-227-00284,227,Howard,peer,10,   8,4451,O,3251,1988-03-30,1988,1988-10-12,1988,,N,,32.163773,-101.576468
wells_permian6,42-227-00286,227,Howard,peer,10,   6D,2817,O,,,,,,,Y,,32.108547,-101.418354
