layer_id,lat,lon,name,plant_code,county,technology,capacity,sector,inr,fuel,mw,zone,poi,entity,funnel_stage,group,under_construction,commissioned,capacity_mw,operator,voltage,osm_id,depth_ft,use,aquifer,project,manu,model,cap_kw,year
eia860_battery,32.116388,-102.528333,2W Permian Solar Project Hybrid,63255,ANDREWS,LIB,40.0,,,,,,,,,,,2021,40.0,"2W Permian Solar, LLC",,,,,,,,,,
eia860_battery,32.904444,-97.386111,Chisholm Grid Energy Storage System,63737,TARRANT,LIB,100.0,,,,,,,,,,,2021,100.0,"Chisholm Grid, LLC",,,,,,,,,,
eia860_battery,26.169846,-98.329793,Madero Grid,63757,HIDALGO,LIB,100.0,,,,,,,,,,,2023,100.0,"Madero Grid, LLC",,,,,,,,,,
eia860_battery,32.533273,-96.428985,Lily Solar Hybrid,63892,KAUFMAN,LIB,55.2,,,,,,,,,,,2021,55.2,"Lily Solar, LLC",,,,,,,,,,
eia860_battery,33.021601,-99.61463,Azure Sky Solar,63905,HASKELL,LIB,91.2,,,,,,,,,,,2022,91.2,"Azure Sky Solar Project, LLC",,,,,,,,,,
eia860_battery,26.166944,-98.325,Ignacio Grid Energy Storage System,64089,HIDALGO,LIB,100.0,,,,,,,,,,,2023,100.0,"Ignacio Grid, LLC",,,,,,,,,,
eia860_battery,33.169139,-99.266006,"Azure Sky Wind Project, LLC Hybrid",64164,THROCKMORTON,LIB,120.0,,,,,,,,,,,2024,120.0,"Azure Sky Wind Project, LLC",,,,,,,,,,
eia860_battery,29.433245,-95.249367,Alvin,64293,BRAZORIA,LIB,9.9,,,,,,,,,,,2020,9.9,Engie North America,,,,,,,,,,
eia860_battery,31.871315,-102.398409,Odessa,64294,ECTOR,LIB,9.9,,,,,,,,,,,2020,9.9,Engie North America,,,,,,,,,,
eia860_battery,29.167065,-95.440647,Angleton,64295,BRAZORIA,LIB,9.9,,,,,,,,,,,2020,9.9,Engie North America,,,,,,,,,,
eia860_battery,29.062635,-95.577587,Brazoria,64296,BRAZORIA,LIB,9.9,,,,,,,,,,,2020,9.9,Engie North America,,,,,,,,,,
eia860_battery,29.389595,-94.949867,Heights,64297,GALVESTON,LIB,9.9,,,,,,,,,,,2020,9.9,Engie North America,,,,,,,,,,
eia860_battery,29.488335,-95.133947,Magnolia TX,64298,GALVESTON,LIB,9.9,,,,,,,,,,,2020,9.9,Engie North America,,,,,,,,,,
eia860_battery,30.737745,-99.231778,Bat Cave,64312,MASON,LIB,100.0,,,,,,,,,,,2021,100.0,Engie North America,,,,,,,,,,
eia860_battery,29.461255,-95.056987,Dickinson,64314,GALVESTON,LIB,9.9,,,,,,,,,,,2021,9.9,Engie North America,,,,,,,,,,
eia860_battery,28.816475,-97.074867,Loop 463,64315,VICTORIA,LIB,9.9,,,,,,,,,,,2021,9.9,Engie North America,,,,,,,,,,
eia860_battery,26.687614,-99.109418,Lopeno,64316,ZAPATA,LIB,9.9,,,,,,,,,,,2022,9.9,Engie North America,,,,,,,,,,
eia860_battery,30.748955,-97.875708,North Fork TX,64317,WILLIAMSON,LIB,100.0,,,,,,,,,,,2021,100.0,Engie North America,,,,,,,,,,
eia860_battery,28.678935,-100.463708,Pueblo BA,64318,MAVERICK,LIB,9.9,,,,,,,,,,,2022,9.9,Engie North America,,,,,,,,,,
eia860_battery,28.678935,-100.463708,Pueblo BA,64318,MAVERICK,LIB,9.9,,,,,,,,,,,2022,9.9,Engie North America,,,,,,,,,,
eia860_battery,29.617885,-98.735948,Ranchtown,64319,BEXAR,LIB,9.9,,,,,,,,,,,2021,9.9,Engie North America,,,,,,,,,,
eia860_battery,29.055615,-95.687237,Sweeny,64321,BRAZORIA,LIB,9.9,,,,,,,,,,,2021,9.9,Engie North America,,,,,,,,,,
eia860_battery,26.932675,-99.233708,Zapata,64322,ZAPATA,LIB,9.9,,,,,,,,,,,2022,9.9,Engie North America,,,,,,,,,,
eia860_battery,26.932675,-99.233708,Zapata,64322,ZAPATA,LIB,9.9,,,,,,,,,,,2022,9.9,Engie North America,,,,,,,,,,
eia860_battery,31.19791,-103.36067,TX7 Flat Top,64423,REEVES,LIB,9.9,,,,,,,,,,,2020,9.9,Key Capture Energy,,,,,,,,,,
eia860_battery,31.35658,-103.33645,TX8 Worsham,64424,PECOS,LIB,9.9,,,,,,,,,,,2020,9.9,Key Capture Energy,,,,,,,,,,
eia860_battery,28.58673,-96.68376,TX2 Port Lavaca,64425,CALHOUN,LIB,9.9,,,,,,,,,,,2020,9.9,Key Capture Energy,,,,,,,,,,
eia860_battery,29.16801,-95.445062,Gambit Energy Storage - Angleton Storage,64528,BRAZORIA,LIB,100.0,,,,,,,,,,,2021,100.0,Gambit Energy Storage LLC,,,,,,,,,,
eia860_battery,32.308524,-99.164198,Ranchland Wind Storage,64545,CALLAHAN,LIB,73.0,,,,,,,,,,,2024,73.0,"Ranchland Wind Storage, LLC",,,,,,,,,,
eia860_battery,30.705329,-96.069829,"Blue Jay Solar I, LLC",64672,GRIMES,LIB,51.6,,,,,,,,,,,2023,51.6,"Blue Jay Solar I, LLC",,,,,,,,,,
eia860_battery,31.23924,-102.32169,Upton County BESS,64811,UPTON,LIB,24.8,,,,,,,,,,,2023,24.8,"VESI Upton County BESS, LLC",,,,,,,,,,
eia860_battery,31.197283,-103.361769,Flower Valley I,64915,REEVES,LIB,9.9,,,,,,,,,,,2021,9.9,Flower Valley,,,,,,,,,,
eia860_battery,31.45115,-103.096242,Swoose I,64916,WARD,LIB,9.9,,,,,,,,,,,2021,9.9,Swoose,,,,,,,,,,
eia860_battery,30.75956,-103.06786,Triple Butte I,64917,PECOS,LIB,7.5,,,,,,,,,,,2021,7.5,Triple Butte,,,,,,,,,,
eia860_battery,31.461242,-96.824928,"Roseland Solar Project, LLC",65028,FALLS,LIB,51.8,,,,,,,,,,,2023,51.8,"Enel Green Power Roseland Solar, LLC",,,,,,,,,,
eia860_battery,29.056,-95.686,Byrd Ranch Storage,65259,BRAZORIA,LIB,50.0,,,,,,,,,,,2022,50.0,Byrd Ranch Storage LLC,,,,,,,,,,
eia860_battery,33.261505,-97.238057,Noble Solar,65271,DENTON,LIB,125.0,,,,,,,,,,,2022,125.0,"BT Noble Solar, LLC",,,,,,,,,,
eia860_battery,33.004305,-96.075913,Cunningham Storage,65410,HUNT,LIB,190.0,,,,,,,,,,,2023,190.0,"Acciona Energy USA Global, LLC",,,,,,,,,,
eia860_battery,33.781077,-100.883227,Dickens,65489,DICKENS,LIB,200.0,,,,,,,,,,,2024,200.0,Engie North America,,,,,,,,,,
eia860_battery,30.992905,-102.289475,Hydra,65490,PECOS,LIB,200.0,,,,,,,,,,,2024,200.0,Engie North America,,,,,,,,,,
eia860_battery,33.889462,-101.80158,Paleo,65491,HALE,LIB,200.0,,,,,,,,,,,2024,200.0,Engie North America,,,,,,,,,,
eia860_battery,30.885123,-102.42261,Pavo,65492,PECOS,LIB,175.0,,,,,,,,,,,2024,175.0,Engie North America,,,,,,,,,,
eia860_battery,29.432362,-95.250698,Tortolas,65493,BRAZORIA,LIB,50.0,,,,,,,,,,,2024,50.0,Engie North America,,,,,,,,,,
eia860_battery,33.3256,-97.31433,TX10 Hummingbird Storage,65693,DENTON,LIB,100.0,,,,,,,,,,,2024,100.0,Key Capture Energy,,,,,,,,,,
eia860_battery,30.881424,-96.62542,TX11 Republic Road Storage,65694,ROBERTSON,LIB,50.0,,,,,,,,,,,2022,50.0,Key Capture Energy,,,,,,,,,,
eia860_battery,30.41217,-97.57405,TX12 Silicon Hill Storage,65695,TRAVIS,LIB,100.0,,,,,,,,,,,2022,100.0,Key Capture Energy,,,,,,,,,,
eia860_battery,32.85583,-100.991681,TX13 Endurance Park Storage,65696,SCURRY,LIB,50.0,,,,,,,,,,,2022,50.0,Key Capture Energy,,,,,,,,,,
eia860_battery,30.65991,-95.973798,TX15 Limousin Oak Storage,65698,GRIMES,LIB,100.0,,,,,,,,,,,2024,100.0,Key Capture Energy,,,,,,,,,,
eia860_battery,30.41477,-97.35701,TX19 River Valley Storage 1,65699,WILLIAMSON,LIB,50.0,,,,,,,,,,,2023,50.0,Key Capture Energy,,,,,,,,,,
eia860_battery,30.41432,-97.35518,TX21 River Valley Storage 2,65700,WILLIAMSON,LIB,50.0,,,,,,,,,,,2023,50.0,Key Capture Energy,,,,,,,,,,
eia860_battery,29.15923,-95.6626,TX23 Roughneck Storage,65701,BRAZORIA,LIB,50.0,,,,,,,,,,,2022,50.0,Key Capture Energy,,,,,,,,,,
eia860_battery,28.34705,-99.673703,Caterina,65809,DIMMIT,LIB,9.9,,,,,,,,,,,2022,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,31.514106,-103.452361,Cedarville (TX),65810,REEVES,LIB,9.9,,,,,,,,,,,2022,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,31.39471,-103.630336,Coyote Springs (TX),65811,REEVES,LIB,9.9,,,,,,,,,,,2022,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,33.16111,-96.409125,Farmersville (TX),65812,COLLIN,LIB,9.9,,,,,,,,,,,2024,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,31.262381,-103.794852,Faulkner,65813,REEVES,LIB,9.9,,,,,,,,,,,2022,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,31.036537,-103.024156,Gomez,65814,PECOS,LIB,9.9,,,,,,,,,,,2023,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,28.03534,-99.361732,Holcomb (TX),65829,LA SALLE,LIB,9.9,,,,,,,,,,,2023,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,30.492453,-99.770197,Junction (TX),65830,KIMBLE,LIB,9.9,,,,,,,,,,,2023,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,31.594864,-103.249847,Lonestar,65831,WARD,LIB,9.9,,,,,,,,,,,2022,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,33.371086,-98.720465,Olney,65832,YOUNG,LIB,9.9,,,,,,,,,,,2023,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,31.568978,-103.226631,Rattlesnake (TX),65833,WARD,LIB,9.9,,,,,,,,,,,2022,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,31.332883,-103.498425,Saddleback,65834,REEVES,LIB,9.9,,,,,,,,,,,2022,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,31.821423,-104.045071,Screwbean,65835,CULBERSON,LIB,9.9,,,,,,,,,,,2023,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,31.113909,-103.66551,Toyah Power Station,65836,REEVES,LIB,10.4,,,,,,,,,,,2021,10.4,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,26.234145,-98.079848,Val Verde,65837,HIDALGO,LIB,9.9,,,,,,,,,,,2024,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,30.495668,-103.450965,House Mountain,66006,BREWSTER,LIB,73.2,,,,,,,,,,,2024,73.2,House Mountain,,,,,,,,,,
eia860_battery,31.197285,-103.361771,Flower Valley II,66007,REEVES,LIB,101.0,,,,,,,,,,,2022,101.0,Flower Valley II,,,,,,,,,,
eia860_battery,31.45115,-103.361771,Swoose II,66008,WARD,LIB,101.0,,,,,,,,,,,2022,101.0,Swoose II,,,,,,,,,,
eia860_battery,31.191687,-102.317227,Crossett Power Management LLC,66009,CRANE,LIB,203.0,,,,,,,,,,,2022,203.0,Crossett Power Management LLC,,,,,,,,,,
eia860_battery,29.350992,-100.562028,Zier Solar,66137,KINNEY,LIB,40.4,,,,,,,,,,,2024,40.4,Cypress Creek Renewables,,,,,,,,,,
eia860_battery,31.233457,-102.308519,Revolution,66170,CRANE,LIB,150.0,,,,,,,,,,,2023,150.0,"Crane 2 BESS, LLC",,,,,,,,,,
eia860_battery,30.924381,-102.953583,St. Gall Energy Storage I,66336,PECOS,LIB,102.6,,,,,,,,,,,2024,102.6,St. Gall Energy Storage I,,,,,,,,,,
eia860_battery,29.646811,-95.450539,Callisto I Energy Center,66338,HARRIS,LIB,223.4,,,,,,,,,,,2024,223.4,Callisto I Energy Center,,,,,,,,,,
eia860_battery,30.998647,-97.259017,Five Wells Solar Center - Hybrid,66420,BELL,LIB,262.5,,,,,,,,,,,2024,262.5,"Five Wells Solar Center, LLC",,,,,,,,,,
eia860_battery,27.577207,-99.276018,Wolf Tank Storage,66616,WEBB,LIB,150.0,,,,,,,,,,,2023,150.0,Wolf Tank Storage LLC,,,,,,,,,,
eia860_battery,29.56318,-95.80023,"Brazos Bend BESS, LLC",66690,FORT BEND,LIB,100.0,,,,,,,,,,,2024,100.0,Cypress Creek Renewables,,,,,,,,,,
eia860_battery,29.376438,-100.848513,Hamilton BESS,66782,VAL VERDE,LIB,9.9,,,,,,,,,,,2024,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,27.796921,-97.487069,Weil Tract BESS,66783,NUECES,LIB,9.9,,,,,,,,,,,2024,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,32.335025,-96.057897,Pauline BESS,66784,HENDERSON,LIB,9.9,,,,,,,,,,,2024,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,32.798754,-98.064973,Mineral Wells East BESS,66788,PALO PINTO,LIB,9.9,,,,,,,,,,,2024,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,31.291983,-94.724236,Lufkin South BESS,66789,ANGELINA,LIB,9.9,,,,,,,,,,,2024,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,31.715592,-102.598106,Judkins BESS,66790,ECTOR,LIB,9.9,,,,,,,,,,,2024,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,31.867209,-101.469373,Garden City East BESS,66791,GLASSCOCK,LIB,9.9,,,,,,,,,,,2024,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,27.242427,-98.140545,Falfurrias BESS,66792,BROOKS,LIB,9.9,,,,,,,,,,,2024,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,31.193794,-94.798183,Diboll BESS,66794,ANGELINA,LIB,9.9,,,,,,,,,,,2024,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,32.391533,-98.978156,CISCO BESS,66795,EASTLAND,LIB,9.9,,,,,,,,,,,2024,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,32.072844,-96.22393,"Fence Post Solar Hybrid Project, LLC",66801,NAVARRO,LIB,72.0,,,,,,,,,,,2024,72.0,"Fence Post Solar Project, LLC",,,,,,,,,,
eia860_battery,32.72233,-101.638499,Borden County BESS,66804,BORDEN,LIB,150.0,,,,,,,,,,,2024,150.0,Borden County Battery Energy Storage System LLC,,,,,,,,,,
eia860_battery,26.230501,-97.912557,SMT Mercedes LLC,66926,HIDALGO,LIB,10.0,,,,,,,,,,,2023,10.0,SMT Mercedes LLC,,,,,,,,,,
eia860_battery,26.189433,-98.322929,SMT Mission LLC,66927,HIDALGO,LIB,10.0,,,,,,,,,,,2023,10.0,SMT Mission LLC,,,,,,,,,,
eia860_battery,26.232466,-97.823173,SMT Santa Rosa LLC,66928,CAMERON,LIB,10.0,,,,,,,,,,,2023,10.0,SMT Santa Rosa LLC,,,,,,,,,,
eia860_battery,26.230677,-98.114039,SMT Alamo LLC,66929,HIDALGO,LIB,10.0,,,,,,,,,,,2023,10.0,SMT Alamo LLC,,,,,,,,,,
eia860_battery,28.987572,-95.969842,SMT Bay City LLC,66930,MATAGORDA,LIB,10.0,,,,,,,,,,,2023,10.0,SMT Bay City LLC,,,,,,,,,,
eia860_battery,26.296101,-98.0096,SMT Elsa LLC,66931,HIDALGO,LIB,10.0,,,,,,,,,,,2023,10.0,SMT Elsa LLC,,,,,,,,,,
eia860_battery,26.074676,-97.52318,SMT Los Fresnos LLC,66932,CAMERON,LIB,10.0,,,,,,,,,,,2023,10.0,SMT Los Fresnos LLC,,,,,,,,,,
eia860_battery,26.179999,-97.725607,SMT Harlingen II LLC,66933,CAMERON,LIB,10.0,,,,,,,,,,,2023,10.0,SMT Harlingen II LLC,,,,,,,,,,
eia860_battery,26.408729,-98.937425,SMT Rio Grande I LLC,66934,STARR,LIB,10.0,,,,,,,,,,,2023,10.0,SMT Rio Grande I LLC,,,,,,,,,,
eia860_battery,26.390951,-98.820386,SMT Rio Grande II LLC,66935,STARR,LIB,10.0,,,,,,,,,,,2023,10.0,SMT Rio Grande II LLC,,,,,,,,,,
eia860_battery,31.45,-96.86,"Copperhead Solar, LLC",67019,MCLENNAN,LIB,100.0,,,,,,,,,,,2024,100.0,National Grid Renewables,,,,,,,,,,
eia860_battery,29.281605,-95.295533,"Longbow BESS, LLC",67083,BRAZORIA,LIB,174.0,,,,,,,,,,,2024,174.0,"Longbow BESS, LLC",,,,,,,,,,
eia860_battery,31.36,-103.33,Rodeo Ranch Energy Storage,67175,REEVES,LIB,300.0,,,,,,,,,,,2023,300.0,"Rodeo Ranch Energy Storage, LLC",,,,,,,,,,
eia860_battery,26.45,-98.48,Anemoi Energy Storage,67236,HIDALGO,LIB,200.0,,,,,,,,,,,2024,200.0,"Anemoi Energy Storage, LLC",,,,,,,,,,
eia860_battery,29.620088,-98.334481,Ebony Energy Storage,67237,COMAL,LIB,207.9,,,,,,,,,,,2024,207.9,"Ebony Energy Storage, LLC",,,,,,,,,,
eia860_battery,29.109147,-96.528761,Ganado Solar,67284,JACKSON,LIB,70.5,,,,,,,,,,,2024,70.5,"Enel Green Power NA, Inc.",,,,,,,,,,
eia860_battery,28.994112,-96.126203,Pavlov,67493,MATAGORDA,LIB,9.9,,,,,,,,,,,2024,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,29.39521,-95.04077,Mainland,67494,GALVESTON,LIB,9.9,,,,,,,,,,,2024,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,31.508786,-103.617546,Sandlake,67496,REEVES,LIB,9.9,,,,,,,,,,,2024,9.9,"HEN Infrastructure, L.L.C.",,,,,,,,,,
eia860_battery,32.7171,-101.9378,Al Pastor Battery Storage Plant,67721,DAWSON,LIB,100.3,,,,,,,,,,,2024,100.3,Al Pastor BESS LLC,,,,,,,,,,
eia860_battery,29.87404,-95.018244,Citadel Battery Storage Plant,67738,HARRIS,LIB,204.0,,,,,,,,,,,2024,204.0,Citadel BESS LLC,,,,,,,,,,
eia860_battery,33.030354,-96.357203,Wigeon Whistle Battery Storage Plant,67739,COLLIN,LIB,120.0,,,,,,,,,,,2024,120.0,Wigeon Whistle BESS LLC,,,,,,,,,,
eia860_battery,33.201315,-95.319229,Stampede Solar Hybrid,67762,HOPKINS,LIB,72.2,,,,,,,,,,,2024,72.2,Stampede Solar Project LLC,,,,,,,,,,
eia860_battery,30.228276,-97.618833,GFTX BESS,67860,TRAVIS,OTH,125.0,,,,,,,,,,,2024,125.0,Giga Texas Energy LLC,,,,,,,,,,
eia860_battery,33.210732,-97.418986,Connolly BESS,67861,WISE,OTH,125.0,,,,,,,,,,,2024,125.0,"BT Connolly Storage, LLC",,,,,,,,,,
eia860_battery,29.77682,-95.37989,Crockett BESS,68683,HARRIS,LIB,10.0,,,,,,,,,,,2024,10.0,Prologis Logistics Services Incorporated BESS,,,,,,,,,,
eia860_battery,32.68657,-97.083253,Century BESS,68684,TARRANT,LIB,10.0,,,,,,,,,,,2024,10.0,Prologis Logistics Services Incorporated BESS,,,,,,,,,,
eia860_battery,32.81479,-97.025,Liggett Switch,68685,TARRANT,LIB,10.0,,,,,,,,,,,2024,10.0,Prologis Logistics Services Incorporated BESS,,,,,,,,,,
eia860_battery,32.428686,-99.159114,Longhorn Storage,68878,EASTLAND,LIB,165.0,,,,,,,,,,,2024,165.0,Longhorn Storage LLC,,,,,,,,,,
eia860_battery,29.466592,-98.002839,Libra Storage,68895,GUADALUPE,LIB,236.3,,,,,,,,,,,2023,236.3,Libra Storage LLC,,,,,,,,,,
eia860_battery,31.857837,-97.017128,Sun Valley Storage,68896,HILL,LIB,123.3,,,,,,,,,,,2024,123.3,Sun Valley Storage LLC,,,,,,,,,,
