agreement_id,agmt_type,taxing_unit,govt_name,govt_type,applicant,county,commissioned,abatement_status,reinvestment_zone,property_value,detail_url,lat,lon,coords_source
000003650,abatement,Greenville City,Greenville,City,CYTEC Engineered Materials,Hunt,2018-03-20,Expired,4300 Jackson Street Reinvestment Zone,51887079,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003650,33.123246,-96.079482,ldad_county_centroid
000003651,abatement,Chambers County,Chambers,County,Covestro LLC,Chambers,2016-04-26,Active,Air Products Reinvestment Zone,1244600,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003651,29.692991,-94.638378,ldad_county_centroid
000003652,abatement,Andrews County,Andrews,County,2W Permian Solar LLC,Andrews,2019-07-22,Active,Andrews County 2W Permian Solar Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003652,32.305245,-102.637905,ldad_county_centroid
000003653,abatement,Andrews County,Andrews,County,Jumbo Hill Wind Project LLC,Andrews,2019-03-11,Active,Andrews County Jumbo Hill Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003653,32.305245,-102.637905,ldad_county_centroid
000003654,abatement,Andrews County,Andrews,County,Prospero Solar II LLC,Andrews,2020-02-18,Active,Andrews County Longhorn Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003654,32.305245,-102.637905,ldad_county_centroid
000003655,abatement,Andrews County,Andrews,County,Lapetus Energy Project LLC,Andrews,2017-11-27,Active,Andrews County Permian Solar Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003655,32.305245,-102.637905,ldad_county_centroid
000003656,abatement,Bailey County,Bailey,County,Blue Cloud Renewable Energy Project LLC,Bailey,2014-12-22,Expired,Bailey County Reinvestment Zone 2014-01,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003656,34.068137,-102.829576,ldad_county_centroid
000003657,abatement,Bastrop County,Bastrop,County,Big Star Solar LLC,Bastrop,2021-09-02,Active,Bastrop County Precinct 2 Reinvestment Zone,2652924,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003657,30.103164,-97.324432,ldad_county_centroid
000003658,abatement,Bee County,Bee,County,Karankawa Wind Farm,Bee,2017-11-13,Active,Bee County Wind Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003658,28.424661,-97.709933,ldad_county_centroid
000003659,abatement,Bexar County,Bexar,County,Brack Hill Investors LLC,Bexar,2012-12-18,Expired,Bexar County Brack Hill Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003659,29.438375,-98.471953,ldad_county_centroid
000003660,abatement,Bexar County,Bexar,County,Mission Solar Energy LLC (previously Nexolon),Bexar,2013-09-17,Expired,Bexar County Brooks City-Base Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003660,29.438375,-98.471953,ldad_county_centroid
000003661,abatement,Bexar County,Bexar,County,Enduraplas LLC,Bexar,2014-12-16,Expired,Bexar County Enduraplas Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003661,29.438375,-98.471953,ldad_county_centroid
000003662,abatement,Bexar County,Bexar,County,Indo-U.S. MIM Tec Pvt Ltd,Bexar,2016-07-12,Active,Bexar County INDO Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003662,29.438375,-98.471953,ldad_county_centroid
000003663,abatement,Bexar County,Bexar,County,Bexar County & SMBC Leasing Finance Inc & FMC Tech,Bexar,2014-12-16,Expired,Bexar County Reinvestment Zone,4441360,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003663,29.438375,-98.471953,ldad_county_centroid
000003664,abatement,Bexar County,Bexar,County,CRP-GREP Elan Riverwalk Owner LP,Bexar,2014-06-24,Active,Bexar County Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003664,29.438375,-98.471953,ldad_county_centroid
000003665,abatement,Bexar County,Bexar,County,Hulu LLC,Bexar,2017-06-20,Active,Bexar County Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003665,29.438375,-98.471953,ldad_county_centroid
000003666,abatement,Bexar County,Bexar,County,Bexar County& CRP-GREP Elan Riverwalk Owner LP,Bexar,2014-06-24,Expired,Bexar County Reinvestment Zone #11,9024780,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003666,29.438375,-98.471953,ldad_county_centroid
000003667,abatement,Bexar County,Bexar,County,A.A. Seeligson Jr. River North Ltd,Bexar,2012-12-18,Expired,Bexar County Reinvestment Zone #31,1757780,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003667,29.438375,-98.471953,ldad_county_centroid
000003668,abatement,Bexar County,Bexar,County,AM River Walk LLC (dba Alamo Manhattan Riverwalk),Bexar,2015-12-15,Active,Bexar County Reinvestment Zone #31,11490210,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003668,29.438375,-98.471953,ldad_county_centroid
000003669,abatement,Bexar County,Bexar,County,DG Distribution of Texas LLC,Bexar,2014-12-16,Expired,Bexar County Reinvestment Zone #31,941824,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003669,29.438375,-98.471953,ldad_county_centroid
000003670,abatement,Bexar County,Bexar,County,United Parcel Service,Bexar,2015-01-01,Expired,Bexar County UPS Reinvestment Zone,6558006,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003670,29.438375,-98.471953,ldad_county_centroid
000003671,abatement,Chambers County,Chambers,County,BCIF Cedar Port Logistics,Chambers,2020-07-18,Expired,Black Creek Group - BCIF Cedar Port Logistics Center Reinvestment Zone,840000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003671,29.692991,-94.638378,ldad_county_centroid
000003672,abatement,Chambers County,Chambers,County,Blackline Cold Storage LLC,Chambers,2021-06-16,Inactive,Blackline 2021 Reinvestment Zone,800000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003672,29.692991,-94.638378,ldad_county_centroid
000003673,abatement,San Antonio City,San Antonio,City,Big Tex San Antonio LP,Bexar,2013-08-06,Expired,Blue Star Reinvestment Zone,5550,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003673,29.438375,-98.471953,ldad_county_centroid
000003676,abatement,Borden County,Borden,County,Oxbow Ranch,Borden,2018-04-23,Active,BNB Oxbow Solar Reinvestment Zone,14053910,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003676,32.744349,-101.432243,ldad_county_centroid
000003678,abatement,Houston City,Houston,City,Brittmoore Founders District GP LLC,Harris,2019-12-30,Active,Brittmoore Founders District Reinvestment Zone,14479331,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003678,29.833942,-95.385967,ldad_county_centroid
000003679,abatement,Burkburnett City,Burkburnett,City,Burke NH Real Property Ltd,Wichita,2015-08-17,Active,Burkburnett Tax Increment Reinvestment Zone #1,96856,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003679,34.022289,-98.688290,ldad_county_centroid
000003680,abatement,Brazoria County,Brazoria,County,C3 Petrochemical LLC,Brazoria,2013-10-03,Expired,C3 Petrochemical/Ascend Reinvestment Zone #1,807500,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003680,29.182353,-95.456046,ldad_county_centroid
000003681,abatement,Calhoun County,Calhoun,County,Nan Ya Plastics Corp,Calhoun,2018-01-01,Active,Calhoun County Reinvestment Zone #1,31297520,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003681,28.376672,-96.585490,ldad_county_centroid
000003682,abatement,Cameron County,Cameron,County,Cameron Wind I LLC,Cameron,2014-12-30,Expired,Cameron County Distressed County Enterprise Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003682,26.124847,-97.485449,ldad_county_centroid
000003683,abatement,Cameron County,Cameron,County,La Paloma Energy Center,Cameron,2012-12-06,Expired,Cameron County Distressed County Enterprise Zone,402500,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003683,26.124847,-97.485449,ldad_county_centroid
000003684,abatement,Cameron County,Cameron,County,Sata USA Inc,Cameron,2016-02-23,Active,Cameron County Distressed County Enterprise Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003684,26.124847,-97.485449,ldad_county_centroid
000003685,abatement,Cameron County,Cameron,County,Space Exploration Technologies Corp,Cameron,2014-01-01,Inactive,Cameron County Distressed County Enterprise Zone,154348,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003685,26.124847,-97.485449,ldad_county_centroid
000003686,abatement,Cass County,Cass,County,Advanced Lumberworks Linden LLC & TM Mill Site LLC,Cass,2021-11-18,Active,Cass County Lumberworks Reinvestment Zone,5225000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003686,33.097352,-94.348350,ldad_county_centroid
000003687,abatement,Mont Belvieu City,Mont Belvieu,City,Cedar Bayou Fractiotors LP,Chambers,2014-08-01,Expired,Cedar Bayou Fractionators Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003687,29.692991,-94.638378,ldad_county_centroid
000003688,abatement,Chambers County,Chambers,County,Ameriport Building 9 LLC,Chambers,2018-02-13,Expired,Chambers County Ameriport  Bldg. Reinvestment Zone #9,12700000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003688,29.692991,-94.638378,ldad_county_centroid
000003689,abatement,Chambers County,Chambers,County,Ameriport Building 10 LLC,Chambers,1900-01-01,Expired,Chambers County Ameriport Bldg. Reinvestment Zone #10,305840,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003689,29.692991,-94.638378,ldad_county_centroid
000003690,abatement,Chambers County,Chambers,County,Ameriport Building 11 LLC,Chambers,2018-06-22,Expired,Chambers County Ameriport Bldg. Reinvestment Zone #11,247596,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003690,29.692991,-94.638378,ldad_county_centroid
000003691,abatement,Chambers County,Chambers,County,Ameriport Building 12 LLC,Chambers,2019-06-11,Expired,Chambers County Ameriport Bldg. Reinvestment Zone #12,201273,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003691,29.692991,-94.638378,ldad_county_centroid
000003692,abatement,Chambers County,Chambers,County,Ameriport Bldg. 7 LLC,Chambers,2017-10-24,Expired,Chambers County Ameriport Bldg. Reinvestment Zone #7,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003692,29.692991,-94.638378,ldad_county_centroid
000003693,abatement,Chambers County,Chambers,County,Floor Décor Outlets,Chambers,2021-05-05,Active,Chambers County Floor and Décor Outlets of America Reinvestment Zone,1795070,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003693,29.692991,-94.638378,ldad_county_centroid
000003694,abatement,Chambers County,Chambers,County,Ravago Americas LLC,Chambers,2021-09-20,Deleted,Chambers County Ravago Reinvestment Zone,821160,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003694,29.692991,-94.638378,ldad_county_centroid
000003695,abatement,Chambers County,Chambers,County,Ravago Real Property Estate USA,Chambers,2017-06-13,Deleted,Chambers County Ravago Reinvestment Zone,3058800,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003695,29.692991,-94.638378,ldad_county_centroid
000003696,abatement,Chambers County,Chambers,County,Samson Products Inc USA,Chambers,2013-12-23,Expired,Chambers County Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003696,29.692991,-94.638378,ldad_county_centroid
000003697,abatement,Brazoria County,Brazoria,County,Chevron Phillips Chemical Company LP,Brazoria,2019-10-25,Active,Chevron Phillips Chemical Company LP,35508,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003697,29.182353,-95.456046,ldad_county_centroid
000003698,abatement,Brazoria County,Brazoria,County,Chevron Phillips County,Brazoria,2012-05-29,Expired,Chevron Phillips Reinvestment Zone #1,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003698,29.182353,-95.456046,ldad_county_centroid
000003699,abatement,Allen City,Allen,City,Compass Datacenters DFW LLC,Collin,2016-11-15,Active,City of Allen Compass Datacenters Reinvestment Zone #33,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003699,33.194481,-96.567576,ldad_county_centroid
000003700,abatement,Amarillo City,Amarillo,City,Illinois Tool Works Inc,Potter,2020-10-08,Active,City of Amarillo Enterprise Zone Tract 148 Block 2140,2643241,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003700,35.400626,-101.894321,ldad_county_centroid
000003701,abatement,Amarillo City,Amarillo,City,Bovi Burger LLC & SSI Foods LLC,Potter,2019-11-02,Active,City of Amarillo Reinvestment Zone #10,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003701,35.400626,-101.894321,ldad_county_centroid
000003702,abatement,Amarillo City,Amarillo,City,ET Amarillo LLC & Amazon.com Services LLC,Potter,2021-03-25,Active,City of Amarillo Reinvestment Zone #12,272689,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003702,35.400626,-101.894321,ldad_county_centroid
000003703,abatement,Amarillo City,Amarillo,City,Cacique Food LLC,Potter,2021-06-25,Active,City of Amarillo Reinvestment Zone #13,1868425,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003703,35.400626,-101.894321,ldad_county_centroid
000003704,abatement,Amarillo City,Amarillo,City,Coca Cola Refreshments USA Inc,Potter,2014-06-18,Expired,City of Amarillo Reinvestment Zone #7,195000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003704,35.400626,-101.894321,ldad_county_centroid
000003705,abatement,Amarillo City,Amarillo,City,Gastamp Wind Steel U.S. Inc,Potter,2015-09-29,Active,City of Amarillo Reinvestment Zone #7,240000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003705,35.400626,-101.894321,ldad_county_centroid
000003707,abatement,Andrews City,Andrews,City,Corral Oil Field Services LLC & Lorenzo Corral & C,Andrews,2019-05-09,Active,City of Andrews Reinvestment Zone #1,46560,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003707,32.305245,-102.637905,ldad_county_centroid
000003709,abatement,Andrews City,Andrews,City,J. Varner Co dba Vessel Components,Andrews,2019-01-01,Expired,City of Andrews Reinvestment Zone #1,256056,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003709,32.305245,-102.637905,ldad_county_centroid
000003710,abatement,Andrews City,Andrews,City,PB Industries Inc & All-Brite,Andrews,2018-03-28,Expired,City of Andrews Reinvestment Zone #1,599430,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003710,32.305245,-102.637905,ldad_county_centroid
000003712,abatement,Andrews City,Andrews,City,Redline Electrical Services LP,Andrews,2019-12-12,Expired,City of Andrews Reinvestment Zone #1,256058,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003712,32.305245,-102.637905,ldad_county_centroid
000003714,abatement,Andrews City,Andrews,City,Stampede Inc,Andrews,2016-05-26,Expired,City of Andrews Reinvestment Zone #1,33476,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003714,32.305245,-102.637905,ldad_county_centroid
000003715,abatement,Andrews City,Andrews,City,BHH Capital of Texas 2 LLC,Andrews,2017-04-05,Inactive,City of Andrews Reinvestment Zone #2,20028,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003715,32.305245,-102.637905,ldad_county_centroid
000003716,abatement,Andrews City,Andrews,City,Cornerstone 2100 LLC & Interpointe East LLC,Andrews,2020-04-23,Expired,City of Andrews Reinvestment Zone #2,36936,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003716,32.305245,-102.637905,ldad_county_centroid
000003717,abatement,Angleton City,Angleton,City,Country Village Care Inc,Brazoria,2011-12-13,Expired,City of Angleton Country Village Care Reinvestment Zone,1604410,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003717,29.182353,-95.456046,ldad_county_centroid
000003718,abatement,Arlington City,Arlington,City,Texstars LLC,Tarrant,2021-03-23,Inactive,City of Arlington Reinvestment Zone #47,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003718,32.770179,-97.291678,ldad_county_centroid
000003719,abatement,Brookshire City,Brookshire,City,Duro Hilex,Waller,2021-06-17,Active,City of Brookshire Reinvestment Zone #21.01,5611510,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003719,29.986890,-95.999281,ldad_county_centroid
000003720,abatement,Bryan City,Bryan,City,DCMP Real Property Estate I LLC & Woodbolt Distrib,Brazos,2013-01-31,Expired,City of Bryan Reinvestment Zone #31,1393920,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003720,30.652086,-96.380866,ldad_county_centroid
000003721,abatement,Burleson City,Burleson,City,JAM Real Property LLC,Johnson,2015-01-13,Expired,City of Burleson Reinvestment Zone #005-2015,55611,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003721,32.344071,-97.351156,ldad_county_centroid
000003722,abatement,Burleson City,Burleson,City,Golden State Foods Corp,Johnson,2016-10-24,Active,City of Burleson Reinvestment Zone #006-2016,367488,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003722,32.344071,-97.351156,ldad_county_centroid
000003723,abatement,Burleson City,Burleson,City,McLane Burleson Property LLC,Johnson,2019-10-02,Active,City of Burleson Reinvestment Zone #007-2017,885894,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003723,32.344071,-97.351156,ldad_county_centroid
000003724,abatement,Burleson City,Burleson,City,Burleson Cold Storage II LLP,Johnson,2021-06-07,Active,City of Burleson Reinvestment Zone #008-2019,837932,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003724,32.344071,-97.351156,ldad_county_centroid
000003725,abatement,Cameron City,Cameron,City,Charlotte Pipe & Foundry Company,Milam,2018-07-27,Expired,City of Cameron Reinvestment Zone #2018-001,4281552,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003725,30.784206,-96.976092,ldad_county_centroid
000003726,abatement,Canyon City,Canyon,City,Lone Star Dairy Products LLC,Potter,2015-08-08,Active,City of Canyon Reinvestment #1,98029,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003726,35.400626,-101.894321,ldad_county_centroid
000003727,abatement,Center City,Center,City,Portacool LLC,Shelby,2014-10-16,Expired,City of Center Reinvestment Zone #14,4821690,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003727,31.774629,-94.127075,ldad_county_centroid
000003728,abatement,Cibolo City,Cibolo,City,AW Texas Inc,Bexar,2019-08-19,Active,City of Cibolo Reinvestment Zone #1,1007549,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003728,29.438375,-98.471953,ldad_county_centroid
000003729,abatement,Cleburne City,Cleburne,City,Delek Renewables LLC,Johnson,2013-01-22,Deleted,City of Cleburne Reinvestment Zone #1,1580222,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003729,32.344071,-97.351156,ldad_county_centroid
000003730,abatement,Cleburne City,Cleburne,City,LaModer Holdings Inc,Johnson,2015-03-06,Expired,City of Cleburne Reinvestment Zone #1,132256,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003730,32.344071,-97.351156,ldad_county_centroid
000003731,abatement,Colorado City,Colorado,City,Goodmark Motel LLC,Mitchell,2020-01-01,Expired,City of Colorado Reinvestment Zone #2,679880,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003731,32.306821,-100.921210,ldad_county_centroid
000003732,abatement,Columbus City,Columbus,City,Great Southern Wood Preserving Inc & Great Souther,Colorado,2018-11-07,Expired,City of Columbus Reinvestment Zone #3,376150,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003732,29.604508,-96.523538,ldad_county_centroid
000003733,abatement,Commerce City,Commerce,City,KLZ Stone Group Inc,Hunt,2016-02-03,Active,City of Commerce 120 Granite Run Reinvestment Zone,55800,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003733,33.123246,-96.079482,ldad_county_centroid
000003734,abatement,Conroe City,Conroe,City,Texas Tissue Concerting LLC,Montgomery,2019-11-12,Active,City of Conroe Reinvestment Zone #3,2744280,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003734,30.329216,-95.514703,ldad_county_centroid
000003735,abatement,Coppell City,Coppell,City,ZS Pharma Inc,Dallas,2018-06-20,Active,City of Coppell Reinvestment Zone #107,8703490,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003735,32.767396,-96.777300,ldad_county_centroid
000003736,abatement,Coppell City,Coppell,City,Amazon.com.kyde LLC,Dallas,2013-12-18,Expired,City of Coppell Reinvestment Zone #74,5500000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003736,32.767396,-96.777300,ldad_county_centroid
000003737,abatement,Coppell City,Coppell,City,Tradepoint Bldg. 2 LP,Dallas,2013-04-16,Expired,City of Coppell Reinvestment Zone #74,30000000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003737,32.767396,-96.777300,ldad_county_centroid
000003738,abatement,Coppell City,Coppell,City,Prologis,Dallas,2017-12-12,Expired,City of Coppell Reinvestment Zone #91,288930,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003738,32.767396,-96.777300,ldad_county_centroid
000003739,abatement,Coppell City,Coppell,City,Prologis,Dallas,2018-12-11,Expired,City of Coppell Reinvestment Zone #91,2770640,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003739,32.767396,-96.777300,ldad_county_centroid
000003740,abatement,Coppell City,Coppell,City,Acer Lodging LLC,Dallas,2015-11-24,Expired,City of Coppell Reinvestment Zone #98,632710,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003740,32.767396,-96.777300,ldad_county_centroid
000003741,abatement,Corsicana City,Corsicana,City,Pactiv Foam,Navarro,2012-12-04,Expired,City of Corsicana Reinvestment Zone,6027160,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003741,32.062640,-96.475450,ldad_county_centroid
000003742,abatement,Corsicana City,Corsicana,City,Gaurdian Indust Corp,Navarro,2013-06-18,Expired,City of Corsicana Reinvestment Zone #13-3,7246730,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003742,32.062640,-96.475450,ldad_county_centroid
000003743,abatement,Corsicana City,Corsicana,City,Homeland Vinyl Products Inc,Navarro,2020-11-23,Active,City of Corsicana Reinvestment Zone 20-04,120000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003743,32.062640,-96.475450,ldad_county_centroid
000003744,abatement,Dallas City,Dallas,City,Frazier Revitalization Inc,Dallas,2014-04-23,Expired,City of Dallas Enterprise Zone 2010-1031 Tract 167.03 Block 1,344700,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003744,32.767396,-96.777300,ldad_county_centroid
000003745,abatement,Dayton City,Dayton,City,Rail Logix,Liberty,2020-12-08,Active,City of Dayton Reinvestment Zone #5,2696610,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003745,30.188748,-94.864402,ldad_county_centroid
000003746,abatement,Denison City,Denison,City,Tobar Property LLC,Grayson,2014-04-04,Expired,City of Denison Reinvestment Zone #621,2037,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003746,33.678735,-96.661962,ldad_county_centroid
000003747,abatement,DeSoto City,DeSoto,City,Solar Turbines Inc,Dallas,2015-01-14,Expired,City of DeSoto Reinvestment Zone #7,3610250,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003747,32.767396,-96.777300,ldad_county_centroid
000003748,abatement,Eagle Pass City,Eagle Pass,City,East Main Street Eagle Pass LLC,Maverick,2015-12-18,Active,City of Eagle Pass Reinvestment Zone #1,301760,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003748,28.641651,-100.280361,ldad_county_centroid
000003749,abatement,Eagle Pass City,Eagle Pass,City,Walgreen County,Maverick,2015-12-18,Active,City of Eagle Pass Reinvestment Zone #1,1550710,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003749,28.641651,-100.280361,ldad_county_centroid
000003750,abatement,Fort Worth City,Fort Worth,City,Andrews Distribution Company of North Texas LLC,Tarrant,2016-12-30,Expired,City of Fort Worth Reinvestment Zone #92,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003750,32.770179,-97.291678,ldad_county_centroid
000003751,abatement,Fort Worth City,Fort Worth,City,Parker Products Inc,Tarrant,2016-12-29,Active,City of Fort Worth Reinvestment Zone #93,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003751,32.770179,-97.291678,ldad_county_centroid
000003752,abatement,Fort Worth City,Fort Worth,City,Smith & Nephew Inc,Tarrant,2017-05-16,Expired,City of Fort Worth Reinvestment Zone #95,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003752,32.770179,-97.291678,ldad_county_centroid
000003753,abatement,Frankston City,Frankston,City,Frankston Packaging,Anderson,2022-04-12,Active,City of Frankston Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003753,31.794265,-95.689395,ldad_county_centroid
000003754,abatement,Gainesville City,Gainesville,City,Red River Pet Foods,Cooke,2018-04-16,Active,City of Gainesville Reinvestment Zone #20,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003754,33.686070,-97.214425,ldad_county_centroid
000003755,abatement,Gatesville City,Gatesville,City,Laerdal,Coryell,2014-04-22,Expired,City of Gatesville Reinvestment Zone #1,2050050,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003755,31.394556,-97.801183,ldad_county_centroid
000003756,abatement,Greenville City,Greenville,City,Industrial Drive Greenville Texas LLC,Hunt,2021-10-27,Active,City of Greenville Reinvestment Zone #2,123940,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003756,33.123246,-96.079482,ldad_county_centroid
000003757,abatement,Greenville City,Greenville,City,Cytec Engineered Materials Inc,Hunt,2018-03-13,Expired,City of Greenville Reinvestment Zone #2,51887073,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003757,33.123246,-96.079482,ldad_county_centroid
000003758,abatement,Greenville City,Greenville,City,Cytec Engineered Materials Inc,Hunt,2019-09-13,Active,City of Greenville Reinvestment Zone #2,92607410,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000003758,33.123246,-96.079482,ldad_county_centroid
