layer_id,lat,lon,name,plant_code,county,technology,capacity,sector,inr,fuel,mw,zone,poi,entity,funnel_stage,group,under_construction,commissioned,capacity_mw,operator,voltage,osm_id,depth_ft,use,aquifer,project,manu,model,cap_kw,year
wind,32.21529,-101.41419,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,35.41039,-101.21019,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,35.42109,-101.31319,,,CARSON COUNTY,,,,,,,,,,,,,2014,2.3,,,,,,,Panhandle Wind 2,Siemens,SWT-2.3-108,2300.0,2014
wind,32.2156,-101.41539,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,35.40636,-101.25218,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,32.1807,-101.4335,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,35.4063,-101.29459,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,35.41319,-101.23229,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,29.17819,-100.18578,,,KINNEY COUNTY,,,,,,,,,,,,,2012,1.8,,,,,,,Anacacho,Vestas,V100-1.8,1800.0,2012
wind,35.29929,-102.39389,,,OLDHAM COUNTY,,,,,,,,,,,,,2012,2.3,,,,,,,Spinning Spur Wind Ranch,Siemens,SWT-2.3-101,2300.0,2012
wind,35.41497,-101.26121,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,35.43609,-101.22349,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,35.44524,-101.28803,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,32.17619,-101.36139,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,35.4063,-101.29809,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,35.45617,-101.27008,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,35.41486,-101.2739,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,35.44109,-101.21952,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,27.482,-99.01189,,,WEBB COUNTY,,,,,,,,,,,,,2012,1.6,,,,,,,White Tail,GE Wind,GE1.6-82.5,1600.0,2012
wind,35.43999,-101.25877,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,35.42949,-101.20609,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,32.19,-101.44459,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,35.42769,-101.24359,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,35.41261,-101.23644,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,35.43942,-101.25472,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,32.21439,-101.41079,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,27.4815,-99.00199,,,WEBB COUNTY,,,,,,,,,,,,,2012,1.6,,,,,,,White Tail,GE Wind,GE1.6-82.5,1600.0,2012
wind,33.08109,-98.30299,,,JACK COUNTY,,,,,,,,,,,,,2009,2.0,,,,,,,Barton Chapel,Gamesa,G87-2.0,2000.0,2009
wind,32.16724,-101.36115,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,35.42669,-101.23529,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,29.1795,-100.18414,,,KINNEY COUNTY,,,,,,,,,,,,,2012,1.8,,,,,,,Anacacho,Vestas,V100-1.8,1800.0,2012
wind,35.45586,-101.29179,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,35.42099,-101.30179,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,27.4817,-99.01429,,,WEBB COUNTY,,,,,,,,,,,,,2012,1.6,,,,,,,White Tail,GE Wind,GE1.6-82.5,1600.0,2012
wind,32.1904,-101.44039,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,29.18767,-100.19614,,,KINNEY COUNTY,,,,,,,,,,,,,2012,1.8,,,,,,,Anacacho,Vestas,V100-1.8,1800.0,2012
wind,29.18327,-100.17395,,,KINNEY COUNTY,,,,,,,,,,,,,2012,1.8,,,,,,,Anacacho,Vestas,V100-1.8,1800.0,2012
wind,35.4064,-101.28349,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,35.3326,-102.47809,,,OLDHAM COUNTY,,,,,,,,,,,,,2012,2.3,,,,,,,Spinning Spur Wind Ranch,Siemens,SWT-2.3-101,2300.0,2012
wind,35.43465,-101.30544,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,29.18139,-100.17969,,,KINNEY COUNTY,,,,,,,,,,,,,2012,1.8,,,,,,,Anacacho,Vestas,V100-1.8,1800.0,2012
wind,32.2152,-101.41909,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,32.1777,-101.36879,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,29.18049,-100.18203,,,KINNEY COUNTY,,,,,,,,,,,,,2012,1.8,,,,,,,Anacacho,Vestas,V100-1.8,1800.0,2012
wind,32.2145,-101.40689,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,32.1903,-101.44179,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,35.41039,-101.21739,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,33.03299,-101.67259,,,LYNN COUNTY,,,,,,,,,,,,,2012,3.6,,,,,,,Cirrus 1,China Creative Wind Energy,CCWE3.60-116,3600.0,2012
wind,35.4399,-101.26239,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,35.42115,-101.30544,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,35.42112,-101.2947,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,35.45585,-101.28198,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,32.52929,-100.62339,,,FISHER COUNTY,,,,,,,,,,,,,2009,1.0,,,,,,,Inadale (Roscoe IV),Mitsubishi,MWT62/1.0,1000.0,2009
wind,35.43936,-101.25104,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,33.0607,-98.32089,,,JACK COUNTY,,,,,,,,,,,,,2009,2.0,,,,,,,Barton Chapel,Gamesa,G87-2.0,2000.0,2009
wind,33.18049,-98.34369,,,JACK COUNTY,,,,,,,,,,,,,2012,2.0,,,,,,,Senate,Gamesa,G90-2.0,2000.0,2012
wind,32.18,-101.43879,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,32.1777,-101.36499,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,32.19019,-101.43769,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,32.21479,-101.41199,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,35.41499,-101.25829,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,32.2152,-101.42149,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,35.42159,-101.29069,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,32.2138,-101.39999,,,HOWARD COUNTY,,,,,,,,,,,,,1999,1.75,,,,,,,Big Spring II,Vestas,V66,1750.0,1999
wind,35.43457,-101.30888,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,32.17049,-101.36489,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,35.43459,-101.29829,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,35.41487,-101.27086,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,35.43676,-101.23425,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,32.52359,-100.6265,,,NOLAN COUNTY,,,,,,,,,,,,,2009,1.0,,,,,,,Inadale (Roscoe IV),Mitsubishi,MWT62/1.0,1000.0,2009
wind,32.1767,-101.36249,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,35.42949,-101.20989,,,CARSON COUNTY,,,,,,,,,,,,,2014,1.85,,,,,,,Panhandle Wind 1,GE Wind,GE1.85-87,1850.0,2014
wind,32.19,-101.4363,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,32.2151,-101.42029,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,32.2156,-101.4167,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,32.215,-101.41309,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,32.2142,-101.40959,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,32.19009,-101.44319,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,32.1904,-101.43899,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,32.18969,-101.43489,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,32.1797,-101.43749,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,32.1805,-101.43229,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,32.17799,-101.36629,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,32.1773,-101.36379,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,32.1758,-101.36019,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,32.1698,-101.36379,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,32.16679,-101.36019,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,32.168,-101.35829,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,32.21389,-101.40229,,,HOWARD COUNTY,,,,,,,,,,,,,1999,1.65,,,,,,,Big Spring I,Vestas,V66-1.65,1650.0,1999
wind,32.18039,-101.43109,,,HOWARD COUNTY,,,,,,,,,,,,,1999,0.66,,,,,,,Big Spring I,Vestas,V47-0.66,660.0,1999
wind,35.49349,-101.25239,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.49279,-101.25019,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.49209,-101.24799,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.49149,-101.24579,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.48959,-101.25269,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.489,-101.25059,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.48829,-101.24829,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.48629,-101.24579,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.48579,-101.24359,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.48499,-101.24139,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.48349,-101.23949,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.4829,-101.25289,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.48219,-101.25069,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.48109,-101.24699,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.48039,-101.24449,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.4792,-101.24069,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.47839,-101.23799,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.4778,-101.23579,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.47709,-101.23369,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.47649,-101.23139,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.47289,-101.25319,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.47229,-101.25099,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.47149,-101.2488,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.47089,-101.24659,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.4702,-101.24439,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.46959,-101.24219,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.46899,-101.23999,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.4684,-101.23779,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.46769,-101.23559,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.46709,-101.23339,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.4651,-101.22689,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.46439,-101.22469,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.4637,-101.22249,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.4646,-101.25319,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.46389,-101.25099,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.4632,-101.2488,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.46249,-101.24669,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.4618,-101.24449,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.46119,-101.24229,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.4605,-101.23989,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.45989,-101.23779,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.45919,-101.23549,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.45799,-101.23119,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.45729,-101.22899,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.4567,-101.22679,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.45609,-101.22459,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.45519,-101.25319,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.45459,-101.25099,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.4539,-101.24889,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.45319,-101.24669,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.4525,-101.24449,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.45189,-101.24229,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.45129,-101.24009,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.4506,-101.23789,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
wind,35.44999,-101.23559,,,CARSON COUNTY,,,,,,,,,,,,,2001,1.0,,,,,,,Llano Estacado Wind Ranch at White Deer,Mitsubishi,MWT1000,1000.0,2001
